region,model_T0_mUSD,g1151_mUSD,factor
CHN,123530.63943803225,43242.40802142375,0.3500541097993411
USA,39094.833960401535,102332.7,2.6175504442262367
JPN,12287.769898934732,7668.549506456699,0.6240798427647568
KOR,42264.79432865243,7596.141667142513,0.1797274016779702
EU27,85227.19909607743,35100.0,0.4118403558050926
ROW,346573.60065603326,121940.46690048365,0.2611754251764839
