input,region,output,value
TXL,EU27,MAC,0.001158172911236218
WDP,EU27,MAC,0.004791307843441549
NMM,EU27,MAC,0.1835792175416111
MAC,EU27,MAC,0.11205170294163808
ELE,EU27,MAC,0.05154635950565887
VEH,EU27,MAC,0.011966663958891439
OTM,EU27,MAC,0.011877435764416458
SRV,EU27,MAC,0.25872846695461815
AGF,EU27,ELE,0.0014434563555008521
MIN,EU27,ELE,0.00044548683576077773
ENR,EU27,ELE,0.005788596011453656
CHM,EU27,ELE,0.04365367206533434
TXL,EU27,ELE,0.001094273254806501
WDP,EU27,ELE,0.0056478420150466915
NMM,EU27,ELE,0.09747848044266899
MAC,EU27,ELE,0.018795697096690014
ELE,EU27,ELE,0.25167810544940256
VEH,EU27,ELE,0.00809683560943327
OTM,EU27,ELE,0.009909937555643695
SRV,EU27,ELE,0.2826946450865677
AGF,EU27,VEH,0.0009910097588977527
MIN,EU27,VEH,0.0003313809907692264
ENR,EU27,VEH,0.0056099776245856926
CHM,EU27,VEH,0.04829996325284719
TXL,EU27,VEH,0.004186590649211889
WDP,EU27,VEH,0.005080072470004132
NMM,EU27,VEH,0.11553246224275748
MAC,EU27,VEH,0.024321598053991714
ELE,EU27,VEH,0.04510491344195215
VEH,EU27,VEH,0.23928437852099374
OTM,EU27,VEH,0.009745015497248804
SRV,EU27,VEH,0.257507103770007
AGF,EU27,OTM,0.004217179195684723
MIN,EU27,OTM,0.00037990206822006203
ENR,EU27,OTM,0.010859378701297981
CHM,EU27,OTM,0.04763650111478362
TXL,EU27,OTM,0.009930562838062125
WDP,EU27,OTM,0.042794393297225335
NMM,EU27,OTM,0.07409408036485186
MAC,EU27,OTM,0.029714508613154705
ELE,EU27,OTM,0.03434744539684608
VEH,EU27,OTM,0.014046715298886426
OTM,EU27,OTM,0.06167039970666686
SRV,EU27,OTM,0.28504612713414956
AGF,EU27,SRV,0.008082252269655399
MIN,EU27,SRV,0.0012146556663633333
ENR,EU27,SRV,0.02148998596206761
CHM,EU27,SRV,0.012384614771124723
TXL,EU27,SRV,0.0011539548781588206
WDP,EU27,SRV,0.007505550465100526
NMM,EU27,SRV,0.016927667009930085
MAC,EU27,SRV,0.003625932790501664
ELE,EU27,SRV,0.008578287925129895
VEH,EU27,SRV,0.004568389721124182
OTM,EU27,SRV,0.006407825434750607
SRV,EU27,SRV,0.38538279696809774
AGF,VNM,AGF,0.6192949577903755
MIN,VNM,AGF,0.0016953784677934914
ENR,VNM,AGF,0.01868779752075426
CHM,VNM,AGF,0.04302654715982754
TXL,VNM,AGF,0.0012273982393943314
WDP,VNM,AGF,0.0044808083171668095
NMM,VNM,AGF,0.0101158378211367
MAC,VNM,AGF,0.0015429719523198707
ELE,VNM,AGF,0.0023549504833094374
VEH,VNM,AGF,0.00044439258201417047
OTM,VNM,AGF,0.0055445924297859725
SRV,VNM,AGF,0.10651440309129803
AGF,VNM,MIN,0.002031563276135194
MIN,VNM,MIN,0.3591539919130676
ENR,VNM,MIN,0.029117233719538886
CHM,VNM,MIN,0.0264570753900014
TXL,VNM,MIN,0.00114644148342529
WDP,VNM,MIN,0.0010683427057639585
NMM,VNM,MIN,0.02744876669074419
MAC,VNM,MIN,0.013503828750543699
ELE,VNM,MIN,0.009862602167914089
VEH,VNM,MIN,0.0010474507684475028
OTM,VNM,MIN,0.0096465462944251
SRV,VNM,MIN,0.11291220298914689
AGF,VNM,ENR,0.0038293104642417794
MIN,VNM,ENR,0.15974158917304757
ENR,VNM,ENR,0.38842450492979164
CHM,VNM,ENR,0.08671933118604015
TXL,VNM,ENR,0.000835135144519002
WDP,VNM,ENR,0.0012513710166314293
NMM,VNM,ENR,0.016514463920947107
MAC,VNM,ENR,0.007702409970585743
ELE,VNM,ENR,0.011289191260469606
VEH,VNM,ENR,0.0005592253084867122
OTM,VNM,ENR,0.01175424361440107
SRV,VNM,ENR,0.21369764369697147
AGF,VNM,CHM,0.03453339719788347
MIN,VNM,CHM,0.03417640286946288
ENR,VNM,CHM,0.04840176673703186
CHM,VNM,CHM,0.4795612368580516
TXL,VNM,CHM,0.003840346244643209
WDP,VNM,CHM,0.009709761836284027
NMM,VNM,CHM,0.030847921334950776
MAC,VNM,CHM,0.0031235243072090446
ELE,VNM,CHM,0.012095484369685808
VEH,VNM,CHM,0.000518775236003094
OTM,VNM,CHM,0.007969264522366222
SRV,VNM,CHM,0.18401564981029192
AGF,VNM,TXL,0.08612769736943997
MIN,VNM,TXL,0.0012399080008418017
ENR,VNM,TXL,0.00694029327424208
CHM,VNM,TXL,0.1070416068108897
TXL,VNM,TXL,0.3928894296007155
WDP,VNM,TXL,0.011484514499598936
NMM,VNM,TXL,0.01311401260398455
MAC,VNM,TXL,0.0020035369002011695
ELE,VNM,TXL,0.005264627009969199
VEH,VNM,TXL,0.00029116840902842063
OTM,VNM,TXL,0.00850044932011965
SRV,VNM,TXL,0.170522314094391
AGF,VNM,WDP,0.13002324697876955
MIN,VNM,WDP,0.004006467090561301
ENR,VNM,WDP,0.018083339742455445
CHM,VNM,WDP,0.11308125624630319
TXL,VNM,WDP,0.006776808898099802
WDP,VNM,WDP,0.31050931185204966
NMM,VNM,WDP,0.027081295474692724
MAC,VNM,WDP,0.005242389741045341
ELE,VNM,WDP,0.010367530026521856
VEH,VNM,WDP,0.00043864060390524354
OTM,VNM,WDP,0.009347317894342006
SRV,VNM,WDP,0.19046659242968636
AGF,VNM,NMM,0.0018085173379473937
MIN,VNM,NMM,0.2848135335273183
ENR,VNM,NMM,0.017163125669495547
CHM,VNM,NMM,0.039004609225985185
TXL,VNM,NMM,0.0017174790245110187
WDP,VNM,NMM,0.0076922967464469255
NMM,VNM,NMM,0.29833067492751925
MAC,VNM,NMM,0.0070929131009084415
ELE,VNM,NMM,0.012205096152622599
VEH,VNM,NMM,0.0010055252586707304
OTM,VNM,NMM,0.0071646960296619325
SRV,VNM,NMM,0.13076640621749902
AGF,VNM,MAC,0.0015160898731793632
MIN,VNM,MAC,0.018455769127276003
ENR,VNM,MAC,0.005168972493923226
CHM,VNM,MAC,0.03568275204336659
TXL,VNM,MAC,0.0014884319351488424
WDP,VNM,MAC,0.004209927429585694
NMM,VNM,MAC,0.2677577104382711
MAC,VNM,MAC,0.10331351970383407
ELE,VNM,MAC,0.19313161351708397
VEH,VNM,MAC,0.005164510451005243
OTM,VNM,MAC,0.007933685385948129
SRV,VNM,MAC,0.13965773132774162
AGF,VNM,ELE,0.00040973938183643405
MIN,VNM,ELE,0.006203761122595924
ENR,VNM,ELE,0.00139687438046404
CHM,VNM,ELE,0.015601968955826655
TXL,VNM,ELE,0.0004458519522228912
WDP,VNM,ELE,0.0017002703320603216
NMM,VNM,ELE,0.03385971080687213
MAC,VNM,ELE,0.003393618241884897
ELE,VNM,ELE,0.6026667954204525
VEH,VNM,ELE,0.0011360914278528574
OTM,VNM,ELE,0.002554590407210617
SRV,VNM,ELE,0.1138623527835231
AGF,VNM,VEH,0.0011615963304574771
MIN,VNM,VEH,0.015891676784191625
ENR,VNM,VEH,0.00816702142432336
CHM,VNM,VEH,0.06843056672329342
TXL,VNM,VEH,0.005202987368331541
WDP,VNM,VEH,0.003822314037743751
NMM,VNM,VEH,0.22909100660338952
MAC,VNM,VEH,0.028049798959757486
ELE,VNM,VEH,0.16152282942046786
VEH,VNM,VEH,0.18372238343155356
OTM,VNM,VEH,0.009592504234673789
SRV,VNM,VEH,0.16159878105833683
AGF,VNM,OTM,0.018861654179368543
MIN,VNM,OTM,0.024605992691969406
ENR,VNM,OTM,0.01544930304840818
CHM,VNM,OTM,0.12179590570568552
TXL,VNM,OTM,0.03034732336388609
WDP,VNM,OTM,0.027740365301647224
NMM,VNM,OTM,0.14645622066386257
MAC,VNM,OTM,0.02279252606849405
ELE,VNM,OTM,0.12629067103797095
VEH,VNM,OTM,0.004238471955961349
OTM,VNM,OTM,0.054972548328057466
SRV,VNM,OTM,0.16598241966742716
AGF,VNM,SRV,0.055705445005118
MIN,VNM,SRV,0.033377133439997736
ENR,VNM,SRV,0.04794869997498717
CHM,VNM,SRV,0.028999556189296838
TXL,VNM,SRV,0.00334913266155533
WDP,VNM,SRV,0.01187230400880835
NMM,VNM,SRV,0.08873817734945402
MAC,VNM,SRV,0.006035334403216327
ELE,VNM,SRV,0.06610517149817631
VEH,VNM,SRV,0.004593072396579014
OTM,VNM,SRV,0.011341702193144409
SRV,VNM,SRV,0.34042584295367634
AGF,THA,AGF,0.30628963173747403
MIN,THA,AGF,0.0011161659593503929
ENR,THA,AGF,0.023379099897193455
CHM,THA,AGF,0.03686941057175066
TXL,THA,AGF,0.0014935360319012205
WDP,THA,AGF,0.00802562717275846
NMM,THA,AGF,0.009034049065843075
MAC,THA,AGF,0.001703603407681724
ELE,THA,AGF,0.0007129104211065042
VEH,THA,AGF,0.00034770791397198473
OTM,THA,AGF,0.004468866777162904
SRV,THA,AGF,0.18990510406172065
AGF,THA,MIN,0.000787449769588903
MIN,THA,MIN,0.06509392583825742
ENR,THA,MIN,0.067755840147148
CHM,THA,MIN,0.014691042868134063
TXL,THA,MIN,0.001153994138271891
WDP,THA,MIN,0.000703524417252056
NMM,THA,MIN,0.009895945699492155
MAC,THA,MIN,0.00752023423285268
ELE,THA,MIN,0.001703446641315235
VEH,THA,MIN,0.0003740331923932774
OTM,THA,MIN,0.007263037039270358
SRV,THA,MIN,0.15030435105147508
AGF,THA,ENR,0.00014922628142826833
MIN,THA,ENR,0.020783890523798667
ENR,THA,ENR,0.44465097952170296
CHM,THA,ENR,0.0036158515594586858
TXL,THA,ENR,0.00026833928377820274
WDP,THA,ENR,0.0001864340885570119
NMM,THA,ENR,0.004514058436904631
MAC,THA,ENR,0.0026380645503608054
ELE,THA,ENR,0.00045690664120751024
VEH,THA,ENR,0.0001263484815330327
OTM,THA,ENR,0.0022102073386994136
SRV,THA,ENR,0.08471083061167334
AGF,THA,CHM,0.008364336722777376
MIN,THA,CHM,0.004654211120570038
ENR,THA,CHM,0.09672023038136554
CHM,THA,CHM,0.27810352940978805
TXL,THA,CHM,0.005894775032019849
WDP,THA,CHM,0.0061183036003513765
NMM,THA,CHM,0.017567104912579148
MAC,THA,CHM,0.002752604089967459
ELE,THA,CHM,0.002298051852435253
VEH,THA,CHM,0.0002714820484019985
OTM,THA,CHM,0.004245106600895994
SRV,THA,CHM,0.23403865058002757
AGF,THA,TXL,0.02670805501403451
MIN,THA,TXL,0.0007090901398720494
ENR,THA,TXL,0.012271605206208416
CHM,THA,TXL,0.08612960273668854
TXL,THA,TXL,0.4801293767116536
WDP,THA,TXL,0.0070176186125803204
NMM,THA,TXL,0.006352709456923163
MAC,THA,TXL,0.002139785951643385
ELE,THA,TXL,0.0012386504181595007
VEH,THA,TXL,0.00015651163473281882
OTM,THA,TXL,0.014220050864240417
SRV,THA,TXL,0.24218792157106342
AGF,THA,WDP,0.035200622246781964
MIN,THA,WDP,0.00231884516568283
ENR,THA,WDP,0.042285166447612925
CHM,THA,WDP,0.08045365711541161
TXL,THA,WDP,0.00953020732342739
WDP,THA,WDP,0.22682581874772373
NMM,THA,WDP,0.016133194772163902
MAC,THA,WDP,0.004687597065328407
ELE,THA,WDP,0.0021819940133209616
VEH,THA,WDP,0.0002635041082363422
OTM,THA,WDP,0.008729479854139983
SRV,THA,WDP,0.284964357700144
AGF,THA,NMM,0.0006524165546493259
MIN,THA,NMM,0.054570189610294584
ENR,THA,NMM,0.08090468817743239
CHM,THA,NMM,0.029442706792544026
TXL,THA,NMM,0.0026145972187734783
WDP,THA,NMM,0.005729216523210069
NMM,THA,NMM,0.2760376604903426
MAC,THA,NMM,0.007399917233025455
ELE,THA,NMM,0.0036833067223099093
VEH,THA,NMM,0.0006751672991161846
OTM,THA,NMM,0.006452587822107348
SRV,THA,NMM,0.23761455943428364
AGF,THA,MAC,0.0008420388511205242
MIN,THA,MAC,0.00177644273593094
ENR,THA,MAC,0.012168845526802667
CHM,THA,MAC,0.03855717406020856
TXL,THA,MAC,0.003171821347428794
WDP,THA,MAC,0.004881693113478482
NMM,THA,MAC,0.25546200680763853
MAC,THA,MAC,0.13731234579596321
ELE,THA,MAC,0.05027048897914252
VEH,THA,MAC,0.00407566207369522
OTM,THA,MAC,0.010868733394480228
SRV,THA,MAC,0.24738679564835286
AGF,THA,ELE,0.0007044155954951753
MIN,THA,ELE,0.0015864527306963239
ENR,THA,ELE,0.0076410834827996075
CHM,THA,ELE,0.054034279452309625
TXL,THA,ELE,0.0025952071227687153
WDP,THA,ELE,0.006341194788085152
NMM,THA,ELE,0.08742255968686614
MAC,THA,ELE,0.012263078219379914
ELE,THA,ELE,0.3895939865119398
VEH,THA,ELE,0.0015116200653273338
OTM,THA,ELE,0.013817710041675875
SRV,THA,ELE,0.2743129389999849
AGF,THA,VEH,0.0005097583015559649
MIN,THA,VEH,0.0012605169590947528
ENR,THA,VEH,0.017453359165504622
CHM,THA,VEH,0.07417506291772491
TXL,THA,VEH,0.012302576348223423
WDP,THA,VEH,0.004402591821958487
NMM,THA,VEH,0.17767014059413053
MAC,THA,VEH,0.031186922011926896
ELE,THA,VEH,0.042887666692666415
VEH,THA,VEH,0.16642946951912574
OTM,THA,VEH,0.010494293224901993
SRV,THA,VEH,0.2476184881162509
AGF,THA,OTM,0.006603992798912798
MIN,THA,OTM,0.0029365311787844174
ENR,THA,OTM,0.028216914216218685
CHM,THA,OTM,0.10150134415878483
TXL,THA,OTM,0.0522944924553718
WDP,THA,OTM,0.041847845516168956
NMM,THA,OTM,0.10904891819793591
MAC,THA,OTM,0.020823797201276053
ELE,THA,OTM,0.022832299129861875
VEH,THA,OTM,0.004718228773050141
OTM,THA,OTM,0.16522055004505057
SRV,THA,OTM,0.28879754641449024
AGF,THA,SRV,0.024552865156744767
MIN,THA,SRV,0.005319402625918236
ENR,THA,SRV,0.08873920834721054
CHM,THA,SRV,0.01012078310762031
TXL,THA,SRV,0.0029687447652899535
WDP,THA,SRV,0.00549221840804547
NMM,THA,SRV,0.02200275087502315
MAC,THA,SRV,0.002338431217508199
ELE,THA,SRV,0.005167219749549163
VEH,THA,SRV,0.00292863005299904
OTM,THA,SRV,0.00757164777775823
SRV,THA,SRV,0.25473863202744673
AGF,MYS,AGF,0.39657961406726205
MIN,MYS,AGF,0.0046010812292937445
ENR,MYS,AGF,0.045536612918990985
CHM,MYS,AGF,0.03783507252546347
TXL,MYS,AGF,0.0015137956349194049
WDP,MYS,AGF,0.007754519854587911
NMM,MYS,AGF,0.010153472230162752
MAC,MYS,AGF,0.0025166609197972596
ELE,MYS,AGF,0.0018306240568772786
VEH,MYS,AGF,0.0030350441962347613
OTM,MYS,AGF,0.0038869036485007663
SRV,MYS,AGF,0.19259981680459487
AGF,MYS,MIN,0.0009243541668679489
MIN,MYS,MIN,0.06515209409410817
ENR,MYS,MIN,0.046248446593846165
CHM,MYS,MIN,0.008084003213527048
TXL,MYS,MIN,0.0007241557622388101
WDP,MYS,MIN,0.0007876115529697524
NMM,MYS,MIN,0.007240951261156898
MAC,MYS,MIN,0.006850675909948849
ELE,MYS,MIN,0.0028749952551521433
VEH,MYS,MIN,0.002871028506552155
OTM,MYS,MIN,0.002972183136207352
SRV,MYS,MIN,0.07954652518897656
AGF,MYS,ENR,0.0017648960912649175
MIN,MYS,ENR,0.07738690700556759
ENR,MYS,ENR,0.42185184866564773
CHM,MYS,ENR,0.016154179627381797
TXL,MYS,ENR,0.001073953852177115
WDP,MYS,ENR,0.001067121199412052
NMM,MYS,ENR,0.017038856535029692
MAC,MYS,ENR,0.012528307535798458
ELE,MYS,ENR,0.004339513766474366
VEH,MYS,ENR,0.004358853364457045
OTM,MYS,ENR,0.0067186033865310035
SRV,MYS,ENR,0.16766433777335404
AGF,MYS,CHM,0.02078940398661208
MIN,MYS,CHM,0.024977071722010646
ENR,MYS,CHM,0.14156203370761364
CHM,MYS,CHM,0.37651095643905974
TXL,MYS,CHM,0.0069675742794106064
WDP,MYS,CHM,0.007387696147723126
NMM,MYS,CHM,0.024463416535507362
MAC,MYS,CHM,0.0040481822051082065
ELE,MYS,CHM,0.006322461395588367
VEH,MYS,CHM,0.003074788806603579
OTM,MYS,CHM,0.006215452957100849
SRV,MYS,CHM,0.22511072624787004
AGF,MYS,TXL,0.03568554633931618
MIN,MYS,TXL,0.00975944054447905
ENR,MYS,TXL,0.03419611617769409
CHM,MYS,TXL,0.14561585607421007
TXL,MYS,TXL,0.7196672879433627
WDP,MYS,TXL,0.01100373140511527
NMM,MYS,TXL,0.011991460537996268
MAC,MYS,TXL,0.004189367382679017
ELE,MYS,TXL,0.004074413079910246
VEH,MYS,TXL,0.002268749312588915
OTM,MYS,TXL,0.02935306528458882
SRV,MYS,TXL,0.31523936646279266
AGF,MYS,WDP,0.1250245276166824
MIN,MYS,WDP,0.010830624944683979
ENR,MYS,WDP,0.05153097396603009
CHM,MYS,WDP,0.09652104973782681
TXL,MYS,WDP,0.007654314678270255
WDP,MYS,WDP,0.25205256563366113
NMM,MYS,WDP,0.018644742537599242
MAC,MYS,WDP,0.005364706754648585
ELE,MYS,WDP,0.005519724069659558
VEH,MYS,WDP,0.003109779107648927
OTM,MYS,WDP,0.012603812584169193
SRV,MYS,WDP,0.22880324832721782
AGF,MYS,NMM,0.0018046612332328978
MIN,MYS,NMM,0.20402549729458802
ENR,MYS,NMM,0.06710447817769787
CHM,MYS,NMM,0.03543596494305068
TXL,MYS,NMM,0.0024365486990480367
WDP,MYS,NMM,0.007011615531436816
NMM,MYS,NMM,0.28793180726085976
MAC,MYS,NMM,0.010616645242548023
ELE,MYS,NMM,0.011500973862404099
VEH,MYS,NMM,0.006481281393506092
OTM,MYS,NMM,0.009045596151886465
SRV,MYS,NMM,0.20025780942752505
AGF,MYS,MAC,0.0016251824451911118
MIN,MYS,MAC,0.0034106687744385263
ENR,MYS,MAC,0.021633043146925705
CHM,MYS,MAC,0.05177476615560893
TXL,MYS,MAC,0.003028104270129308
WDP,MYS,MAC,0.005625621511613018
NMM,MYS,MAC,0.22966639923759385
MAC,MYS,MAC,0.14944649881194902
ELE,MYS,MAC,0.11246710922057859
VEH,MYS,MAC,0.030509248629281862
OTM,MYS,MAC,0.014164361976960855
SRV,MYS,MAC,0.2347969233890548
AGF,MYS,ELE,0.001029884956154614
MIN,MYS,ELE,0.001896660135294023
ENR,MYS,ELE,0.00921951263387283
CHM,MYS,ELE,0.045399391408422765
TXL,MYS,ELE,0.001797078227560054
WDP,MYS,ELE,0.004150205240120518
NMM,MYS,ELE,0.06434194370809579
MAC,MYS,ELE,0.010438591261170577
ELE,MYS,ELE,0.5546944194157856
VEH,MYS,ELE,0.005885707187713792
OTM,MYS,ELE,0.011348549230932835
SRV,MYS,ELE,0.23451747552173222
AGF,MYS,VEH,0.0008109893704010303
MIN,MYS,VEH,0.0021264400589816076
ENR,MYS,VEH,0.011058991268425302
CHM,MYS,VEH,0.031364174321026034
TXL,MYS,VEH,0.005441919687361555
WDP,MYS,VEH,0.010077531490093711
NMM,MYS,VEH,0.09295100973824484
MAC,MYS,VEH,0.027814003916463433
ELE,MYS,VEH,0.04377461311184677
VEH,MYS,VEH,0.2830895305128083
OTM,MYS,VEH,0.01488855553885806
SRV,MYS,VEH,0.2491978056435675
AGF,MYS,OTM,0.01764244242205911
MIN,MYS,OTM,0.004353488783270946
ENR,MYS,OTM,0.04424259186963672
CHM,MYS,OTM,0.10738616957349573
TXL,MYS,OTM,0.040104113021587846
WDP,MYS,OTM,0.12692331112337857
NMM,MYS,OTM,0.10689112214804825
MAC,MYS,OTM,0.02181408895392537
ELE,MYS,OTM,0.04710597415105739
VEH,MYS,OTM,0.015734619488569582
OTM,MYS,OTM,0.1204457156574596
SRV,MYS,OTM,0.2377323333508084
AGF,MYS,SRV,0.024426257552393447
MIN,MYS,SRV,0.021124648335377243
ENR,MYS,SRV,0.05887372094853242
CHM,MYS,SRV,0.01688235668421118
TXL,MYS,SRV,0.0031119462979370327
WDP,MYS,SRV,0.012579397246245324
NMM,MYS,SRV,0.024914161680766496
MAC,MYS,SRV,0.0033992089100432243
ELE,MYS,SRV,0.020296864754500578
VEH,MYS,SRV,0.00987942083750859
OTM,MYS,SRV,0.009383814740654934
SRV,MYS,SRV,0.28048099992145487
AGF,IDN,AGF,0.2985347507655411
MIN,IDN,AGF,0.0022696718995670107
ENR,IDN,AGF,0.013278898665407726
CHM,IDN,AGF,0.01281798524264562
TXL,IDN,AGF,0.0005589406096475849
WDP,IDN,AGF,0.007973865255923304
NMM,IDN,AGF,0.004291388837094699
MAC,IDN,AGF,0.00048111453753514795
ELE,IDN,AGF,0.0003818962557486125
VEH,IDN,AGF,0.00015771693217769744
OTM,IDN,AGF,0.0005812159067452666
SRV,IDN,AGF,0.10950084496989268
AGF,IDN,MIN,0.0006545071350309813
MIN,IDN,MIN,0.08119080246472998
ENR,IDN,MIN,0.03276136692533981
CHM,IDN,MIN,0.006088633823797485
TXL,IDN,MIN,0.00041015325091117613
WDP,IDN,MIN,0.0008065856048481765
NMM,IDN,MIN,0.007104275646555916
MAC,IDN,MIN,0.002530723233075298
ELE,IDN,MIN,0.001340230664834654
VEH,IDN,MIN,0.0003617634193233912
OTM,IDN,MIN,0.0010553952038503147
SRV,IDN,MIN,0.0617947266689047
AGF,IDN,ENR,0.0007275220054191804
MIN,IDN,ENR,0.06112207414751469
ENR,IDN,ENR,0.38488164818646975
CHM,IDN,ENR,0.009139824078582439
TXL,IDN,ENR,0.0005570263480474823
WDP,IDN,ENR,0.0009711458891925841
NMM,IDN,ENR,0.016071263143622342
MAC,IDN,ENR,0.005127187250196726
ELE,IDN,ENR,0.001648978803149892
VEH,IDN,ENR,0.0004717755536646984
OTM,IDN,ENR,0.002124040718597208
SRV,IDN,ENR,0.13626419969996884
AGF,IDN,CHM,0.024040707162933918
MIN,IDN,CHM,0.037189119254334144
ENR,IDN,CHM,0.11497209364345991
CHM,IDN,CHM,0.3117922338940014
TXL,IDN,CHM,0.010992527833470064
WDP,IDN,CHM,0.014414303661433923
NMM,IDN,CHM,0.023663301674142944
MAC,IDN,CHM,0.0019232824671979786
ELE,IDN,CHM,0.0031271599653587274
VEH,IDN,CHM,0.0005289344194302618
OTM,IDN,CHM,0.001616033467316265
SRV,IDN,CHM,0.22139291320263374
AGF,IDN,TXL,0.0500141011063659
MIN,IDN,TXL,0.006203064869867605
ENR,IDN,TXL,0.012649804549613697
CHM,IDN,TXL,0.06282761429941125
TXL,IDN,TXL,0.4780071136302336
WDP,IDN,TXL,0.009911939549815688
NMM,IDN,TXL,0.006983299862133911
MAC,IDN,TXL,0.0009997746209341961
ELE,IDN,TXL,0.0011303666551772686
VEH,IDN,TXL,0.0001512401432619418
OTM,IDN,TXL,0.0015838243278013472
SRV,IDN,TXL,0.1828694678436431
AGF,IDN,WDP,0.12848247877543753
MIN,IDN,WDP,0.01388801663813092
ENR,IDN,WDP,0.03498221379596965
CHM,IDN,WDP,0.04885002916039127
TXL,IDN,WDP,0.010747461951089204
WDP,IDN,WDP,0.32974948047820524
NMM,IDN,WDP,0.015613091634546786
MAC,IDN,WDP,0.0019849750304222692
ELE,IDN,WDP,0.0018230023407967018
VEH,IDN,WDP,0.0002810956138610698
OTM,IDN,WDP,0.00169890104865193
SRV,IDN,WDP,0.19523371149435378
AGF,IDN,NMM,0.0007186953371756482
MIN,IDN,NMM,0.12026083604926877
ENR,IDN,NMM,0.02975317634623016
CHM,IDN,NMM,0.01908238390783119
TXL,IDN,NMM,0.001889532672270508
WDP,IDN,NMM,0.007248380382371021
NMM,IDN,NMM,0.17213547074864136
MAC,IDN,NMM,0.0033827370565143026
ELE,IDN,NMM,0.004986758447307604
VEH,IDN,NMM,0.000785622911136836
OTM,IDN,NMM,0.0013953467426073727
SRV,IDN,NMM,0.1296250226493136
AGF,IDN,MAC,0.0016051557555826982
MIN,IDN,MAC,0.004824916471544345
ENR,IDN,MAC,0.017384999864608244
CHM,IDN,MAC,0.04628378884036667
TXL,IDN,MAC,0.0033772373088972823
WDP,IDN,MAC,0.009374904731213479
NMM,IDN,MAC,0.2750703755600664
MAC,IDN,MAC,0.0868936366548752
ELE,IDN,MAC,0.07265194283152718
VEH,IDN,MAC,0.006378168755173758
OTM,IDN,MAC,0.0032535116807935883
SRV,IDN,MAC,0.23841951963981786
AGF,IDN,ELE,0.0010329478616007476
MIN,IDN,ELE,0.0030370197073351893
ENR,IDN,ELE,0.015530703427716465
CHM,IDN,ELE,0.0561774469749357
TXL,IDN,ELE,0.0018184507925746575
WDP,IDN,ELE,0.010099370530284582
NMM,IDN,ELE,0.08513673689907109
MAC,IDN,ELE,0.008629836580788669
ELE,IDN,ELE,0.31402074270333147
VEH,IDN,ELE,0.002070570945000478
OTM,IDN,ELE,0.002345064979537347
SRV,IDN,ELE,0.2333720152116074
AGF,IDN,VEH,0.0008435586186710779
MIN,IDN,VEH,0.0037187629384275076
ENR,IDN,VEH,0.021095189512908594
CHM,IDN,VEH,0.0680704960255261
TXL,IDN,VEH,0.010282152327189346
WDP,IDN,VEH,0.00827612699774094
NMM,IDN,VEH,0.1726877517160046
MAC,IDN,VEH,0.017066929680669907
ELE,IDN,VEH,0.054739900619033714
VEH,IDN,VEH,0.21254731048528616
OTM,IDN,VEH,0.003127439066422032
SRV,IDN,VEH,0.23792853599651903
AGF,IDN,OTM,0.021227858880226082
MIN,IDN,OTM,0.006852386881898806
ENR,IDN,OTM,0.03417652535137768
CHM,IDN,OTM,0.09516706688194897
TXL,IDN,OTM,0.05434115149998887
WDP,IDN,OTM,0.12439671958353489
NMM,IDN,OTM,0.1067529701940945
MAC,IDN,OTM,0.00972327102750718
ELE,IDN,OTM,0.024852885689142536
VEH,IDN,OTM,0.0029149060837784235
OTM,IDN,OTM,0.014611007747715028
SRV,IDN,OTM,0.21127324366167527
AGF,IDN,SRV,0.02923701156916836
MIN,IDN,SRV,0.03422534672758012
ENR,IDN,SRV,0.048360897112975934
CHM,IDN,SRV,0.01453350762244356
TXL,IDN,SRV,0.002515234873357198
WDP,IDN,SRV,0.014126420781928542
NMM,IDN,SRV,0.045761370365375344
MAC,IDN,SRV,0.002245493866254291
ELE,IDN,SRV,0.011762314032933149
VEH,IDN,SRV,0.003572920601119753
OTM,IDN,SRV,0.001255524325598621
SRV,IDN,SRV,0.18385704428106292
AGF,SGP,AGF,0.24792802124455315
MIN,SGP,AGF,0.013465488559667076
ENR,SGP,AGF,0.011074001049486063
CHM,SGP,AGF,0.0384501859452906
TXL,SGP,AGF,0.0026176243773578965
WDP,SGP,AGF,0.0045655615926124575
NMM,SGP,AGF,0.014562157551341222
MAC,SGP,AGF,0.010506555522426509
ELE,SGP,AGF,0.003654623432595896
VEH,SGP,AGF,0.001321426881640723
OTM,SGP,AGF,0.004524090488146695
SRV,SGP,AGF,0.3408877047708125
AGF,SGP,MIN,0.0
MIN,SGP,MIN,0.0
ENR,SGP,MIN,0.0
CHM,SGP,MIN,0.0
TXL,SGP,MIN,0.0
WDP,SGP,MIN,0.0
NMM,SGP,MIN,0.0
MAC,SGP,MIN,0.0
ELE,SGP,MIN,0.0
VEH,SGP,MIN,0.0
OTM,SGP,MIN,0.0
SRV,SGP,MIN,0.0
AGF,SGP,ENR,0.0008040368557776566
MIN,SGP,ENR,0.06791190547124924
ENR,SGP,ENR,0.7448115026829466
CHM,SGP,ENR,0.034552850076278306
TXL,SGP,ENR,0.0007957038387015675
WDP,SGP,ENR,0.00016054286141934106
NMM,SGP,ENR,0.0028759789587642056
MAC,SGP,ENR,0.0077927537576349
ELE,SGP,ENR,0.0030008286138306353
VEH,SGP,ENR,0.00047877957236016683
OTM,SGP,ENR,0.0022925858437308623
SRV,SGP,ENR,0.30766859493433585
AGF,SGP,CHM,0.006171626972500634
