destination,pct_change
USA,-59.150631552874344
EU27,2.4395045259294257
JPN,2.000630338472753
KOR,1.9609849380003874
IND,1.4530402538060594
CAN,2.499294947947739
MEX,2.184013536223728
BRA,1.6490381898235817
ZAF,1.5298712006556858
RUS,1.828402259804962
SAU,2.0867381776314753
AUS,1.6867667445188639
ROW,2.0405391682953855
