input,region,output,value
ENR,KOR,MAC,0.007862102249527018
CHM,KOR,MAC,0.0417649201436576
TXL,KOR,MAC,0.0024633598241944723
WDP,KOR,MAC,0.004144707866752806
NMM,KOR,MAC,0.20876469518928864
MAC,KOR,MAC,0.17145030180613913
ELE,KOR,MAC,0.09379985812665186
VEH,KOR,MAC,0.015708671672575305
OTM,KOR,MAC,0.006394734022501031
SRV,KOR,MAC,0.16574870849149698
AGF,KOR,ELE,0.0003725945610448918
MIN,KOR,ELE,0.00035348539374749057
ENR,KOR,ELE,0.005300499060411471
CHM,KOR,ELE,0.0395677677559979
TXL,KOR,ELE,0.001535356984905472
WDP,KOR,ELE,0.003501310970760119
NMM,KOR,ELE,0.058477743687848444
MAC,KOR,ELE,0.013663173032377721
ELE,KOR,ELE,0.36056347581151493
VEH,KOR,ELE,0.009170298597267606
OTM,KOR,ELE,0.003911623667663827
SRV,KOR,ELE,0.15073841668758095
AGF,KOR,VEH,0.00039557545852918576
MIN,KOR,VEH,0.00035859368549969606
ENR,KOR,VEH,0.010595857391042112
CHM,KOR,VEH,0.07256111520592701
TXL,KOR,VEH,0.007274149843764021
WDP,KOR,VEH,0.0044802304696553805
NMM,KOR,VEH,0.13733506458920183
MAC,KOR,VEH,0.04269904646104425
ELE,KOR,VEH,0.07749682832611642
VEH,KOR,VEH,0.27963511423234333
OTM,KOR,VEH,0.0056372457345968815
SRV,KOR,VEH,0.1597652728902591
AGF,KOR,OTM,0.0051399360128774356
MIN,KOR,OTM,0.0008887385334193875
ENR,KOR,OTM,0.019949663935494202
CHM,KOR,OTM,0.11797281573241122
TXL,KOR,OTM,0.036579609425544606
WDP,KOR,OTM,0.059603648473903856
NMM,KOR,OTM,0.0978290323049135
MAC,KOR,OTM,0.022151664270635838
ELE,KOR,OTM,0.038202329367790645
VEH,KOR,OTM,0.0066573783042114375
OTM,KOR,OTM,0.06017150125978972
SRV,KOR,OTM,0.18548853701139711
AGF,KOR,SRV,0.023120669756028556
MIN,KOR,SRV,0.004755818698950472
ENR,KOR,SRV,0.03785607126218631
CHM,KOR,SRV,0.02473924708780863
TXL,KOR,SRV,0.004075028405792128
WDP,KOR,SRV,0.009975543341085795
NMM,KOR,SRV,0.0247070641315933
MAC,KOR,SRV,0.0059604306324196965
ELE,KOR,SRV,0.02084251755183269
VEH,KOR,SRV,0.006489994412732136
OTM,KOR,SRV,0.006208833400661906
SRV,KOR,SRV,0.3166606535748252
AGF,IND,AGF,0.28277118310446425
MIN,IND,AGF,0.0014500115023164284
ENR,IND,AGF,0.010211709620225
CHM,IND,AGF,0.021597157854331896
TXL,IND,AGF,0.0015870469757963458
WDP,IND,AGF,0.00506885379306401
NMM,IND,AGF,0.005564911396657425
MAC,IND,AGF,0.0008953522566848036
ELE,IND,AGF,0.00057236663250237
VEH,IND,AGF,0.0007406303337975048
OTM,IND,AGF,0.0004229202216998626
SRV,IND,AGF,0.0924606019604361
AGF,IND,MIN,0.004510848169110408
MIN,IND,MIN,0.17851766453787063
ENR,IND,MIN,0.04548785095984747
CHM,IND,MIN,0.018759219198049838
TXL,IND,MIN,0.001802185264989608
WDP,IND,MIN,0.0014698653351356635
NMM,IND,MIN,0.024703794098091397
MAC,IND,MIN,0.010558587531870164
ELE,IND,MIN,0.002734725235852946
VEH,IND,MIN,0.0022115622561136154
OTM,IND,MIN,0.0012189113844038705
SRV,IND,MIN,0.15276703264407068
AGF,IND,ENR,0.000664891597001804
MIN,IND,ENR,0.032303226097464804
ENR,IND,ENR,0.6015407601634993
CHM,IND,ENR,0.006694970743587037
TXL,IND,ENR,0.00045243345189077797
WDP,IND,ENR,0.00018124406240765546
NMM,IND,ENR,0.003209232961304874
MAC,IND,ENR,0.0009570515254310821
ELE,IND,ENR,0.0003378058862080176
VEH,IND,ENR,0.0002106323804131252
OTM,IND,ENR,0.00021174003912665672
SRV,IND,ENR,0.08162166212487008
AGF,IND,CHM,0.031233986818378582
MIN,IND,CHM,0.015900187106513877
ENR,IND,CHM,0.11295953721361492
CHM,IND,CHM,0.3556735514761273
TXL,IND,CHM,0.012397277913834862
WDP,IND,CHM,0.010849763083867585
NMM,IND,CHM,0.028893051421752067
MAC,IND,CHM,0.002758349322403542
ELE,IND,CHM,0.0032123443638121915
VEH,IND,CHM,0.003034498896452117
OTM,IND,CHM,0.0019146917807531304
SRV,IND,CHM,0.23713060814261863
AGF,IND,TXL,0.07167976900795041
MIN,IND,TXL,0.0038941916600523105
ENR,IND,TXL,0.025506767427747545
CHM,IND,TXL,0.131233816495679
TXL,IND,TXL,0.2525502996710794
WDP,IND,TXL,0.008634349768411268
NMM,IND,TXL,0.011692734252934288
MAC,IND,TXL,0.00248537124311609
ELE,IND,TXL,0.0018231604079027382
VEH,IND,TXL,0.0012915008722825065
OTM,IND,TXL,0.0036107282775981724
SRV,IND,TXL,0.22976443930600068
AGF,IND,WDP,0.15918715667003425
MIN,IND,WDP,0.006639930634509071
ENR,IND,WDP,0.025611747844057623
CHM,IND,WDP,0.06118981031114227
TXL,IND,WDP,0.00678846000655184
WDP,IND,WDP,0.21127595285579978
NMM,IND,WDP,0.00919919195383571
MAC,IND,WDP,0.002959796856238365
ELE,IND,WDP,0.0020128632420813265
VEH,IND,WDP,0.0010802433891529356
OTM,IND,WDP,0.0013476845356054342
SRV,IND,WDP,0.18809107529993754
AGF,IND,NMM,0.003464463192064769
MIN,IND,NMM,0.1709942826819725
ENR,IND,NMM,0.037019401155151996
CHM,IND,NMM,0.0159809989877089
TXL,IND,NMM,0.001639974524206646
WDP,IND,NMM,0.00327873539488175
NMM,IND,NMM,0.368505873207878
MAC,IND,NMM,0.003588624972577911
ELE,IND,NMM,0.002269800191259986
VEH,IND,NMM,0.0013427768587364
OTM,IND,NMM,0.000956777085286085
SRV,IND,NMM,0.15667697724287272
AGF,IND,MAC,0.0030664240162344538
MIN,IND,MAC,0.0022245509722794393
ENR,IND,MAC,0.0067203832884575425
CHM,IND,MAC,0.027789433175584688
TXL,IND,MAC,0.001727624543119005
WDP,IND,MAC,0.0038617302642318715
NMM,IND,MAC,0.3322319115477214
MAC,IND,MAC,0.08695258191709557
ELE,IND,MAC,0.032160401580725376
VEH,IND,MAC,0.009642155230067577
OTM,IND,MAC,0.007011638684303081
SRV,IND,MAC,0.16935345994598447
AGF,IND,ELE,0.002300146355127356
MIN,IND,ELE,0.0026362962955838276
ENR,IND,ELE,0.010259429393844761
CHM,IND,ELE,0.05534146236488273
TXL,IND,ELE,0.0022059657095310674
WDP,IND,ELE,0.006021699272317832
NMM,IND,ELE,0.21930752236643272
MAC,IND,ELE,0.030097234063747348
ELE,IND,ELE,0.18324197148197355
VEH,IND,ELE,0.0053538260746410025
OTM,IND,ELE,0.04831637740015238
SRV,IND,ELE,0.22203150349257658
AGF,IND,VEH,0.0017069433738721358
MIN,IND,VEH,0.0010734000079236881
ENR,IND,VEH,0.00752923380553357
CHM,IND,VEH,0.04003508248005788
TXL,IND,VEH,0.0034574984444513956
WDP,IND,VEH,0.003054267526311389
NMM,IND,VEH,0.17647099132932773
MAC,IND,VEH,0.017094735682165508
ELE,IND,VEH,0.021531384827127308
VEH,IND,VEH,0.3287002925759249
OTM,IND,VEH,0.003722963612992786
SRV,IND,VEH,0.14785125474426591
AGF,IND,OTM,0.05841211189736155
MIN,IND,OTM,0.003913745667288189
ENR,IND,OTM,0.020228637583653356
CHM,IND,OTM,0.09199913103412362
TXL,IND,OTM,0.021890602553573765
WDP,IND,OTM,0.0703347606813447
NMM,IND,OTM,0.16425745446475956
MAC,IND,OTM,0.009153751633879353
ELE,IND,OTM,0.012770094703278778
VEH,IND,OTM,0.004770630991176369
OTM,IND,OTM,0.05043497769876054
SRV,IND,OTM,0.21319777982029978
AGF,IND,SRV,0.014623950936553576
MIN,IND,SRV,0.01232331758229126
ENR,IND,SRV,0.030487822532289745
CHM,IND,SRV,0.01257975144695535
TXL,IND,SRV,0.002442318178291359
WDP,IND,SRV,0.0076635892999437644
NMM,IND,SRV,0.042875052921935934
MAC,IND,SRV,0.0030678138230680455
ELE,IND,SRV,0.009065600704113797
VEH,IND,SRV,0.004369309170185291
OTM,IND,SRV,0.0029433233821178945
SRV,IND,SRV,0.23891904497852198
AGF,CAN,AGF,0.31436573529494455
MIN,CAN,AGF,0.002776704852225594
ENR,CAN,AGF,0.019908465661152907
CHM,CAN,AGF,0.04138709246774545
TXL,CAN,AGF,0.0008108890250006131
WDP,CAN,AGF,0.012126983626328566
NMM,CAN,AGF,0.012056526977157247
MAC,CAN,AGF,0.003979506191720245
ELE,CAN,AGF,0.0014936484531808938
VEH,CAN,AGF,0.0023122095756945376
OTM,CAN,AGF,0.007353088267910529
SRV,CAN,AGF,0.26813437309484545
AGF,CAN,MIN,0.0005520808390115894
MIN,CAN,MIN,0.0859608675970587
ENR,CAN,MIN,0.030780468504420726
CHM,CAN,MIN,0.01130203009069508
TXL,CAN,MIN,0.0004557922836062524
WDP,CAN,MIN,0.0017612548182429906
NMM,CAN,MIN,0.01416105722893697
MAC,CAN,MIN,0.013110086135076155
ELE,CAN,MIN,0.002690378433229526
VEH,CAN,MIN,0.003146413385715915
OTM,CAN,MIN,0.006952339565895777
SRV,CAN,MIN,0.16032727331839317
AGF,CAN,ENR,0.0003421418014946717
MIN,CAN,ENR,0.06719831972631489
ENR,CAN,ENR,0.20466200681648947
CHM,CAN,ENR,0.006246360553260961
TXL,CAN,ENR,0.000264782540242444
WDP,CAN,ENR,0.0008446781204123826
NMM,CAN,ENR,0.012018326349460696
MAC,CAN,ENR,0.009152195217098065
ELE,CAN,ENR,0.0014689715806246754
VEH,CAN,ENR,0.001770881926417264
OTM,CAN,ENR,0.005180588808592027
SRV,CAN,ENR,0.1922732027252886
AGF,CAN,CHM,0.01037985144615961
MIN,CAN,CHM,0.013982956683105193
ENR,CAN,CHM,0.0648851109035479
CHM,CAN,CHM,0.23502100309828927
TXL,CAN,CHM,0.0031469565013031247
WDP,CAN,CHM,0.008880445874822812
NMM,CAN,CHM,0.02460066855936885
MAC,CAN,CHM,0.004526199387539961
ELE,CAN,CHM,0.0028979534499250785
VEH,CAN,CHM,0.002004581298720708
OTM,CAN,CHM,0.0062829585755759055
SRV,CAN,CHM,0.2744881793650036
AGF,CAN,TXL,0.018862379912199738
MIN,CAN,TXL,0.0031206723260742896
ENR,CAN,TXL,0.008143046180251287
CHM,CAN,TXL,0.06382609917195675
TXL,CAN,TXL,0.19607072297740538
WDP,CAN,TXL,0.009590320690122854
NMM,CAN,TXL,0.008256181667475488
MAC,CAN,TXL,0.0032741099938437567
ELE,CAN,TXL,0.0016489557923572466
VEH,CAN,TXL,0.0012002208631669501
OTM,CAN,TXL,0.01751687301137249
SRV,CAN,TXL,0.2801200456077594
AGF,CAN,WDP,0.08675332277471183
MIN,CAN,WDP,0.0029616649870677332
ENR,CAN,WDP,0.015268925017155596
CHM,CAN,WDP,0.0410257819593401
TXL,CAN,WDP,0.002778991670933403
WDP,CAN,WDP,0.2156359331499072
NMM,CAN,WDP,0.014072546949023655
MAC,CAN,WDP,0.004832305774604909
ELE,CAN,WDP,0.002030428389479997
VEH,CAN,WDP,0.0015491658720839636
OTM,CAN,WDP,0.00814493442163861
SRV,CAN,WDP,0.23447245961064414
AGF,CAN,NMM,0.0005183178496797168
MIN,CAN,NMM,0.14836390882840145
ENR,CAN,NMM,0.02941818929767113
CHM,CAN,NMM,0.01672880286970687
TXL,CAN,NMM,0.0007412013372368142
WDP,CAN,NMM,0.005155426696184119
NMM,CAN,NMM,0.2932018480480849
MAC,CAN,NMM,0.008319200551327843
ELE,CAN,NMM,0.004444700319646864
VEH,CAN,NMM,0.003540242605367174
OTM,CAN,NMM,0.010107452208683835
SRV,CAN,NMM,0.2127093708047764
AGF,CAN,MAC,0.0005167095847306351
MIN,CAN,MAC,0.0018489878179329493
ENR,CAN,MAC,0.004487705043793396
CHM,CAN,MAC,0.021342466736763196
TXL,CAN,MAC,0.000784022566083848
WDP,CAN,MAC,0.003968723189516207
NMM,CAN,MAC,0.17547685076886807
MAC,CAN,MAC,0.11744711547266515
ELE,CAN,MAC,0.03432189696842644
VEH,CAN,MAC,0.01378278371701271
OTM,CAN,MAC,0.008364348922417707
SRV,CAN,MAC,0.22218489832824487
AGF,CAN,ELE,0.0004375049248506058
MIN,CAN,ELE,0.0024400354853747965
ENR,CAN,ELE,0.005089160570012316
CHM,CAN,ELE,0.031439949095288675
TXL,CAN,ELE,0.0007161883621919808
WDP,CAN,ELE,0.0045811463690781755
NMM,CAN,ELE,0.09889183210199197
MAC,CAN,ELE,0.015702395820690364
ELE,CAN,ELE,0.18330956442102098
VEH,CAN,ELE,0.006310022411391808
OTM,CAN,ELE,0.009449965859203277
SRV,CAN,ELE,0.2315477941893087
AGF,CAN,VEH,0.0002825959271057692
MIN,CAN,VEH,0.0010816961379366283
ENR,CAN,VEH,0.004224953269616971
CHM,CAN,VEH,0.027820598920863922
TXL,CAN,VEH,0.001824716304585164
WDP,CAN,VEH,0.0034989096118030133
NMM,CAN,VEH,0.08606505631187165
MAC,CAN,VEH,0.018959141148454806
ELE,CAN,VEH,0.01982126732446701
VEH,CAN,VEH,0.3447533505181553
OTM,CAN,VEH,0.006161894639214515
SRV,CAN,VEH,0.25044087999779774
AGF,CAN,OTM,0.006945065397925681
MIN,CAN,OTM,0.0032091071458577067
ENR,CAN,OTM,0.011087857130897558
CHM,CAN,OTM,0.04840604941211107
TXL,CAN,OTM,0.013672720801615764
WDP,CAN,OTM,0.0917488105169217
NMM,CAN,OTM,0.08183674540280474
MAC,CAN,OTM,0.022692222168901627
ELE,CAN,OTM,0.01826635925948621
VEH,CAN,OTM,0.013075898131670172
OTM,CAN,OTM,0.054442800352649194
SRV,CAN,OTM,0.2500006358833339
AGF,CAN,SRV,0.008575697199190735
MIN,CAN,SRV,0.003934229959532057
ENR,CAN,SRV,0.015368963074504655
CHM,CAN,SRV,0.010569977509682898
TXL,CAN,SRV,0.0009033556917400352
WDP,CAN,SRV,0.00968618290235221
NMM,CAN,SRV,0.01914727921059565
MAC,CAN,SRV,0.0034033924163480458
ELE,CAN,SRV,0.006307087073775104
VEH,CAN,SRV,0.007396539433980592
OTM,CAN,SRV,0.005513934877334819
SRV,CAN,SRV,0.31163368536010233
AGF,MEX,AGF,0.26024596812594675
MIN,MEX,AGF,0.0010854245108947091
ENR,MEX,AGF,0.013562306653990027
CHM,MEX,AGF,0.03690834186858575
TXL,MEX,AGF,0.0007240286681053731
WDP,MEX,AGF,0.011185055532011035
NMM,MEX,AGF,0.010015523785431692
MAC,MEX,AGF,0.002220355948032863
ELE,MEX,AGF,0.0018292060252410884
VEH,MEX,AGF,0.0012328999196900472
OTM,MEX,AGF,0.00254736234899574
SRV,MEX,AGF,0.18496007860030106
AGF,MEX,MIN,0.0011976984933311217
MIN,MEX,MIN,0.11676856559384137
ENR,MEX,MIN,0.05105517214108395
CHM,MEX,MIN,0.02534214141010974
TXL,MEX,MIN,0.0011579169000510558
WDP,MEX,MIN,0.001825076125197755
NMM,MEX,MIN,0.019820953552003577
MAC,MEX,MIN,0.01808892659467107
ELE,MEX,MIN,0.008017136437969422
VEH,MEX,MIN,0.0026465830148445996
OTM,MEX,MIN,0.006064827900418049
SRV,MEX,MIN,0.1869518612513855
AGF,MEX,ENR,0.0009299423596409927
MIN,MEX,ENR,0.04654020098221367
ENR,MEX,ENR,0.3170925537532561
CHM,MEX,ENR,0.02480889016409566
TXL,MEX,ENR,0.000492290573721556
WDP,MEX,ENR,0.0007914093486163254
NMM,MEX,ENR,0.011074610398461592
MAC,MEX,ENR,0.008164555863913613
ELE,MEX,ENR,0.0037639096580475485
VEH,MEX,ENR,0.0010581959800086548
OTM,MEX,ENR,0.003440386055376056
SRV,MEX,ENR,0.17583650996203012
AGF,MEX,CHM,0.01055727090737964
MIN,MEX,CHM,0.0072333496075385854
ENR,MEX,CHM,0.04545658509554648
CHM,MEX,CHM,0.31342114965352486
TXL,MEX,CHM,0.004092764486102341
WDP,MEX,CHM,0.009572364701034458
NMM,MEX,CHM,0.018746866007921102
MAC,MEX,CHM,0.0037188245963257227
ELE,MEX,CHM,0.005734134578453162
VEH,MEX,CHM,0.0027331462576521766
OTM,MEX,CHM,0.004731030024841679
SRV,MEX,CHM,0.25378525850765743
AGF,MEX,TXL,0.018242567166773572
MIN,MEX,TXL,0.0004750580511275512
ENR,MEX,TXL,0.0060945899319805085
CHM,MEX,TXL,0.07550434289273543
TXL,MEX,TXL,0.22785408781810687
WDP,MEX,TXL,0.010698634791056422
NMM,MEX,TXL,0.005754087021058794
MAC,MEX,TXL,0.002455027039160714
ELE,MEX,TXL,0.0024690409970343787
VEH,MEX,TXL,0.003539937491802309
OTM,MEX,TXL,0.013118873577430107
SRV,MEX,TXL,0.23820394201763173
AGF,MEX,WDP,0.029843667815248866
MIN,MEX,WDP,0.0019413483798874516
ENR,MEX,WDP,0.016138482703491264
CHM,MEX,WDP,0.0736671939233828
TXL,MEX,WDP,0.006036150110345113
WDP,MEX,WDP,0.2503310438342805
NMM,MEX,WDP,0.010054181557972684
MAC,MEX,WDP,0.004695104544332726
ELE,MEX,WDP,0.005501974909072125
VEH,MEX,WDP,0.0019346261368010662
OTM,MEX,WDP,0.00800609798926928
SRV,MEX,WDP,0.2308804714962736
AGF,MEX,NMM,0.0009529885003074659
MIN,MEX,NMM,0.10987864131375352
ENR,MEX,NMM,0.02177755484733819
CHM,MEX,NMM,0.024519619594762437
TXL,MEX,NMM,0.0011524398505829991
WDP,MEX,NMM,0.004857580195491792
NMM,MEX,NMM,0.3085191689297036
MAC,MEX,NMM,0.007730018900318275
ELE,MEX,NMM,0.009404117087124653
VEH,MEX,NMM,0.004002461727546731
OTM,MEX,NMM,0.004768228947585972
SRV,MEX,NMM,0.18411637405359746
AGF,MEX,MAC,0.0009379153730509819
MIN,MEX,MAC,0.0009105669679813185
ENR,MEX,MAC,0.005338230598267602
CHM,MEX,MAC,0.029713705094794582
TXL,MEX,MAC,0.001392139853555057
WDP,MEX,MAC,0.0042163551120599505
NMM,MEX,MAC,0.17886884254840907
MAC,MEX,MAC,0.10571931134841059
ELE,MEX,MAC,0.08872410346610834
VEH,MEX,MAC,0.011611529037156983
OTM,MEX,MAC,0.0068866771779529075
SRV,MEX,MAC,0.21474093790293072
AGF,MEX,ELE,0.000817727153523875
MIN,MEX,ELE,0.0004628197499642871
ENR,MEX,ELE,0.003335705663110094
CHM,MEX,ELE,0.02850651869342248
TXL,MEX,ELE,0.0007261825868035441
WDP,MEX,ELE,0.0032051368305608036
NMM,MEX,ELE,0.058322021732978103
MAC,MEX,ELE,0.009505438440708587
ELE,MEX,ELE,0.3855257125239127
VEH,MEX,ELE,0.009184488105001354
OTM,MEX,ELE,0.010447508857173833
SRV,MEX,ELE,0.2469230604859899
AGF,MEX,VEH,0.0006921908885071292
MIN,MEX,VEH,0.00045720023030878414
ENR,MEX,VEH,0.008260448490341691
CHM,MEX,VEH,0.0594976323333413
TXL,MEX,VEH,0.005639346017416
WDP,MEX,VEH,0.004438534471924503
NMM,MEX,VEH,0.12746428683395214
MAC,MEX,VEH,0.025974382602132487
ELE,MEX,VEH,0.07047889547225819
VEH,MEX,VEH,0.1974536486263711
OTM,MEX,VEH,0.006143266855237385
SRV,MEX,VEH,0.19394830336292748
AGF,MEX,OTM,0.007216204009587943
MIN,MEX,OTM,0.0025538705092971346
ENR,MEX,OTM,0.013340861532816469
CHM,MEX,OTM,0.09097271817590331
TXL,MEX,OTM,0.027406189428742588
WDP,MEX,OTM,0.06505216121623775
NMM,MEX,OTM,0.09735796383802021
MAC,MEX,OTM,0.013628561784950937
ELE,MEX,OTM,0.0384602316498657
VEH,MEX,OTM,0.006363750728476775
OTM,MEX,OTM,0.051634469980170496
SRV,MEX,OTM,0.2329955828386529
AGF,MEX,SRV,0.009225609025388536
MIN,MEX,SRV,0.004083157101661065
ENR,MEX,SRV,0.027366903010337847
CHM,MEX,SRV,0.014754124503287952
TXL,MEX,SRV,0.0017983362332061222
WDP,MEX,SRV,0.007799300174533162
NMM,MEX,SRV,0.021783941764069975
MAC,MEX,SRV,0.0030641875207021484
ELE,MEX,SRV,0.015084634090646731
VEH,MEX,SRV,0.0030196984426960373
OTM,MEX,SRV,0.004180931653942745
SRV,MEX,SRV,0.183838674523008
AGF,BRA,AGF,0.32797792884688187
MIN,BRA,AGF,0.0009797508130300924
ENR,BRA,AGF,0.018057077079263514
CHM,BRA,AGF,0.05929282878709326
TXL,BRA,AGF,0.0007473054314868855
WDP,BRA,AGF,0.008387127201750692
NMM,BRA,AGF,0.01141750006252157
MAC,BRA,AGF,0.002881997318750957
ELE,BRA,AGF,0.0011305118228258696
VEH,BRA,AGF,0.0010399879569471296
OTM,BRA,AGF,0.00636132142854049
SRV,BRA,AGF,0.21349814697303568
AGF,BRA,MIN,0.002234668222181313
MIN,BRA,MIN,0.09992368998558025
ENR,BRA,MIN,0.04337940738131367
CHM,BRA,MIN,0.03204968632984701
TXL,BRA,MIN,0.000686777521251996
WDP,BRA,MIN,0.0015997905586669576
NMM,BRA,MIN,0.026876475536413202
MAC,BRA,MIN,0.018734329849197907
ELE,BRA,MIN,0.004451689767832484
VEH,BRA,MIN,0.00333167957656747
OTM,BRA,MIN,0.011495450071125768
SRV,BRA,MIN,0.1889372246932926
AGF,BRA,ENR,0.004007866065036547
MIN,BRA,ENR,0.029697618854294762
ENR,BRA,ENR,0.33139203227543734
CHM,BRA,ENR,0.059911815798020775
TXL,BRA,ENR,0.0004168135941333173
WDP,BRA,ENR,0.0009150150800055067
NMM,BRA,ENR,0.018193401832430237
MAC,BRA,ENR,0.011257093267471627
ELE,BRA,ENR,0.0024380974867781024
VEH,BRA,ENR,0.0017235368409826495
OTM,BRA,ENR,0.010433699795142184
SRV,BRA,ENR,0.2358500407046401
AGF,BRA,CHM,0.02944420868978676
MIN,BRA,CHM,0.007830443218144951
ENR,BRA,CHM,0.05193397252017822
CHM,BRA,CHM,0.3809254941908872
TXL,BRA,CHM,0.003205770785810982
WDP,BRA,CHM,0.006505247662098716
NMM,BRA,CHM,0.022416370861780457
MAC,BRA,CHM,0.003567181452391642
ELE,BRA,CHM,0.0026251243355331264
VEH,BRA,CHM,0.0010525527088188456
OTM,BRA,CHM,0.005193975094398168
SRV,BRA,CHM,0.2591816371505873
AGF,BRA,TXL,0.031464069968758016
MIN,BRA,TXL,0.0006763643425746676
ENR,BRA,TXL,0.006535613364603643
CHM,BRA,TXL,0.11020227574644138
TXL,BRA,TXL,0.24033659958942144
WDP,BRA,TXL,0.006617768975185716
NMM,BRA,TXL,0.010070045874099176
MAC,BRA,TXL,0.0037039554862055065
ELE,BRA,TXL,0.0013796194079217755
VEH,BRA,TXL,0.0011702778404755038
OTM,BRA,TXL,0.008229673115634493
SRV,BRA,TXL,0.24069865143590508
AGF,BRA,WDP,0.06053407413651936
MIN,BRA,WDP,0.0014862708903588058
ENR,BRA,WDP,0.018014948696834555
CHM,BRA,WDP,0.10659342843311893
TXL,BRA,WDP,0.007535646714510547
WDP,BRA,WDP,0.23591142314341648
NMM,BRA,WDP,0.015145193532999047
MAC,BRA,WDP,0.006126431426704315
ELE,BRA,WDP,0.0027007249841054597
VEH,BRA,WDP,0.0008430538250816103
OTM,BRA,WDP,0.008608230172328847
SRV,BRA,WDP,0.26596438150059226
AGF,BRA,NMM,0.001754754388145418
MIN,BRA,NMM,0.13387829156948663
ENR,BRA,NMM,0.018204650886677526
CHM,BRA,NMM,0.028474210893259744
TXL,BRA,NMM,0.0009408465465632227
WDP,BRA,NMM,0.003578211513159202
NMM,BRA,NMM,0.31605130070144755
MAC,BRA,NMM,0.008003254435614027
ELE,BRA,NMM,0.003925192626028566
VEH,BRA,NMM,0.002371951464917389
OTM,BRA,NMM,0.0067224916629706815
SRV,BRA,NMM,0.176419124420878
AGF,BRA,MAC,0.0018348294065802153
MIN,BRA,MAC,0.001422188100627419
ENR,BRA,MAC,0.0055036920692502315
CHM,BRA,MAC,0.037145467365084145
TXL,BRA,MAC,0.0012282855731252055
WDP,BRA,MAC,0.0039953910299712105
NMM,BRA,MAC,0.250869819984212
MAC,BRA,MAC,0.12692438049731236
ELE,BRA,MAC,0.04661190309515322
VEH,BRA,MAC,0.013557556264792195
OTM,BRA,MAC,0.008835473527936882
SRV,BRA,MAC,0.22901835168126772
AGF,BRA,ELE,0.002345528006717656
MIN,BRA,ELE,0.0014715411062172445
ENR,BRA,ELE,0.006635598170265767
CHM,BRA,ELE,0.060317908537734076
TXL,BRA,ELE,0.0010022168635828918
WDP,BRA,ELE,0.004807992397624994
NMM,BRA,ELE,0.1327825476455876
MAC,BRA,ELE,0.020339436386525453
ELE,BRA,ELE,0.27737902233647305
VEH,BRA,ELE,0.0067532165206484395
OTM,BRA,ELE,0.007702236160167774
SRV,BRA,ELE,0.27423036935154377
AGF,BRA,VEH,0.0015019947389660125
MIN,BRA,VEH,0.0006347345010765026
ENR,BRA,VEH,0.006166584005140908
CHM,BRA,VEH,0.05382888420565653
TXL,BRA,VEH,0.003960140226007335
WDP,BRA,VEH,0.0030599004576460772
NMM,BRA,VEH,0.12865134817384394
MAC,BRA,VEH,0.02358726237379484
ELE,BRA,VEH,0.030079221315487143
VEH,BRA,VEH,0.3328699210580492
OTM,BRA,VEH,0.005787809843852817
SRV,BRA,VEH,0.22950369313771316
AGF,BRA,OTM,0.007119691878588419
MIN,BRA,OTM,0.0013878436187477923
ENR,BRA,OTM,0.015449398405761462
CHM,BRA,OTM,0.06340480101892028
TXL,BRA,OTM,0.01179045071015088
WDP,BRA,OTM,0.030166634497686383
NMM,BRA,OTM,0.08995430737473462
MAC,BRA,OTM,0.0402549097933895
ELE,BRA,OTM,0.03378890515213485
VEH,BRA,OTM,0.04100443561667697
OTM,BRA,OTM,0.049065275806137426
SRV,BRA,OTM,0.22190413825484837
AGF,BRA,SRV,0.013599740811945706
MIN,BRA,SRV,0.0034287830317494953
ENR,BRA,SRV,0.029395712121603832
CHM,BRA,SRV,0.01688549755915759
TXL,BRA,SRV,0.0014057291491895657
WDP,BRA,SRV,0.006524844340511481
NMM,BRA,SRV,0.020080855129835214
MAC,BRA,SRV,0.003695056596459131
ELE,BRA,SRV,0.008531072225055995
VEH,BRA,SRV,0.008415877480908244
OTM,BRA,SRV,0.006562403209241616
SRV,BRA,SRV,0.28930813349219703
AGF,ZAF,AGF,0.3245454247277903
MIN,ZAF,AGF,0.002317044344162776
ENR,ZAF,AGF,0.03961619567772567
CHM,ZAF,AGF,0.05538544201540841
TXL,ZAF,AGF,0.0027129444251394806
WDP,ZAF,AGF,0.009751464339417457
NMM,ZAF,AGF,0.02796233844772032
MAC,ZAF,AGF,0.0024323151388870113
ELE,ZAF,AGF,0.0014866051892673728
VEH,ZAF,AGF,0.001502265139051102
OTM,ZAF,AGF,0.005391529942406412
SRV,ZAF,AGF,0.24009689816204918
AGF,ZAF,MIN,0.0011385944042452342
MIN,ZAF,MIN,0.20966751933919706
ENR,ZAF,MIN,0.07688836103138347
CHM,ZAF,MIN,0.018593722457317524
TXL,ZAF,MIN,0.0016898042897216452
WDP,ZAF,MIN,0.0019858281534316513
NMM,ZAF,MIN,0.0211014072459623
MAC,ZAF,MIN,0.011119686183528063
ELE,ZAF,MIN,0.004498783354999692
VEH,ZAF,MIN,0.0020518354260300954
OTM,ZAF,MIN,0.00816963964155901
SRV,ZAF,MIN,0.23926327234810754
AGF,ZAF,ENR,0.0012595933901311653
MIN,ZAF,ENR,0.03389280000870338
ENR,ZAF,ENR,0.5040860247356416
CHM,ZAF,ENR,0.024507318220954293
TXL,ZAF,ENR,0.0005412073634071862
WDP,ZAF,ENR,0.0007165206702398724
