region,factor,benchmark_factor_price,counterfactual_factor_price,factor_price_pct_change
A,labor,1.0,1.0,0.0
A,capital,1.0,1.0023687383577538,0.23687383577537524
B,labor,1.0,0.9845083592439026,-1.5491640756097436
B,capital,1.0,0.9795943843983282,-2.0405615601671756
ROW,labor,1.0,0.9936960273409109,-0.6303972659089108
ROW,capital,1.0,0.9935024713945282,-0.6497528605471814
